opinion,user_description,review
Opinión sobre BBVA,"En este banco la atención al cliente no es que sea mala, es inexistente, después de llamadas correos y demás te dicen que si no eres cliente no puedes poco menos que hablar con nadie, soy cliente pero para el tema que nos atañe no tendría porque serlo, el cliente era mi padre pero ahora soy yo, cliente o no, el que estoy sufriendo la velocidad que este banco da a cualquier tema, menos al de las comisiones en eso son increíblemente rápidos, en fin no llamo a nadie mas, no lo intento mas.",1.0
Opinión sobre BBVA,El programa de gestion es terrible a pesar de presumir de ser el mejor No se puede conseguir cambiar una contraseña porque el programa te obliga a representar una imagen que es imposible imitar . En la sucursal no te hacen ni caso si tienes un problema de dicho software. sin gente y hay que ser informatico para ser cliente ,1.0
Opinión sobre Cuenta Online Sin Comisiones,"Oficina calle Dato Vitoria, retiran 350 euros en comisiones, después de 15 años, 3 cuentas, plan de vida y pensiones por firmar,  más las del negocio, el director de esta sucursal el cual se acaba de incorporar prefiere perder a clientes cuyos ingresos dan más beneficios a BBVA y me pregunto... El director general de BBVA estaría de acuerdo con el trato que estamos recibiendo?.
Sin duda un  trato sin igual",1.0
Opinión sobre Cuenta Online Sin Comisiones,"Un timo es un timo! Cuando no cumplo los requisitos es un timo, cuando cumplo los requisitos es un timo, tener una app de móvil de bbva es un timo, tener más de 600€ en nómina de bbva es un timo, hacer los movimientos en bbva es un timo, tener menos de 50.000€ en saldo de bbva es un timo, en todas las reglas y tan legal de bbva es un timo y tener el cliente menos no es timo. Es uno de los asesores de bbva me lo ha dicho con mucha sinceramente.",5.0
Opinión sobre BBVA,"Me cobraron 150€ de comisiones por tener dos cuentas. ( Llevo más de 10 años teniéndolas).Lo mas  ridículo es que me las cobraron por la cuenta donde tengo la hipoteca con ellos!
Debido a este hecho, he decidido subrogar la hipoteca con otra entidad. Ya estoy en trámite para darme de baja definitiva de BBVA y olvidarme de estos peseteros. ",5.0
Opinión sobre Cuenta Online Sin Comisiones,"Pues hasta ahora (solo llevo 3 meses con la cuenta abierta) todo ha funcionado perfecto, es decir tal cual está comentado en la descripción del producto.",5.0
Opinión sobre BBVA,la mejor aplicacion bancaria que he visto. es un lujo ,1.0
Opinión sobre BBVA,"BBVA es un banco mas lento que caracol.
",5.0
Opinión sobre BBVA,"Soy cliente desde el año 2009, y ha sido mi primer banco, y desde luego es el único que he mantenido.
No he pagado ni una sola comisión desde que la abrí, y eso que sólo he tenido nómina estable desde el 2014. 
Igualmente he tenido un servicio de descubierto cuando me ha hecho falta a un interés realmente bajo. 
Y cuando me ha hecho falta un préstamo, no me han puesto ningún problema. 
El gestor online y la posibilidad de firmar los contratos desde el móvil, no voy a una oficina desde hace 3 año",1.0
Opinión sobre Préstamo Preconcedido Online BBVA,"A mí me han timado de una manera muy burda, dicho sea de paso. Después de haber estado 14 años pagando religiosamente, el día que los necesité, me hicieron un corte de manga. Estaba tranquilamente viendo la tele y de repente empezó a oler a quemado y se apagó. Me puse en contacto con ellos y vino un técnico de una población que está a 80 kms de mi domicilio¿?. Pasados unos días recibo respuesta de los miserables estos diciendo que el televisor si bien tenía un par de años, en “stockage” tenía más de cinco y por esa razón ya no había repuestos y no podía repararse. Como quiera que esa respuesta no me satisfizo llamé de nuevo al seguro y les dije que no estaba de acuerdo, a lo que me contestaron que comprase un nuevo aparato de características parecidas al siniestrado. Así lo hice y ahí empezó mi calvario, empezaron a darme largas y poner trabas de todo tipo hasta que pasados unos 3 meses me dicen que la documentación que he aportado no es correcta. A la semana de decirme que la tele siniestrada no podía repararse acudí al servicio técnico oficial y en un par de días estaba como nueva. En el contrato de seguro el apartado relativo a daños electricos señala : “ aquellos causados en las instalaciones, aparatos eléctricos, electrónicos y electrodomésticos, y sus accesorios por corrientes anormales, arco eléctrico, cortocircuitos y propia combustión. Lo dicho una vergüenza. Siempre me hago la misma pregunta, ¿esta gente de verdad le dicen a sus hijos a que se dedican y si lo hacen, se sienten culpables?",1.0
Opinión sobre BBVA,"Este es un extracto del escrito que les he hecho hoy. 

""Tras presentar mi escrito de queja por el cobro de unas comisiones que no consideramos notificadas, he tenido que soportar el incordio de la señora de ventanilla (creo que su nombre es Montse), que ha llegado a decirme que ya había ejercido mi ""derecho a la pataleta"" (literalmente) e incluso me ha preguntado cuál era mi profesión para poder ""valorar mi nivel de empatía""""...",5.0
Opinión sobre BBVA,demasiado caraduras,1.0
Opinión sobre BBVA,Esta muy bien pero te lo tiene que ofrecer ellos asi que nse,1.0
Opinión sobre BBVA,"Comisiones abusivas
",5.0
Opinión sobre BBVA,"**** no tienen vergüenza.En la sucursal que tienen en coma-rruga vendrell ,no puedes sacar dinero por  ventanilla,Porque tienen horarios de 9 de la mañana a 11, increíble..y de la amabilidad ni hablemos,parece que la cajera le hayan puesto un palo por el **** .Total que llega fin de año y los **** no me han dejado sacar mi dinero.****",1.0
Opinión sobre BBVA,"Porque funcionan sin filtros, cualquier persona puede cometer **** a través de este banco.",1.0
Opinión sobre BBVA,"No lo recomiendo para nada. Asesoran muy  mal y te engañan muy bien. A la hora de cobrarte son muy puntuales y sin aviso, te quitan el dinero como si te sobrara. (Hablo de 10.000€). No volveré a abrir más hipotecas con ellos.",1.0
Opinión sobre BBVA,"Cobran comisiones por todo, nunca mas volvere a este banco",1.0
Opinión sobre BBVA,"Atención al cliente nefasta, sólo les importa el dinero.",5.0
Opinión sobre BBVA,"Son unos impresentables, recibí una comisión de 110€ por hacer el ingreso de la nómina (obligatorio de 600€) en dos partes en vez de en una. Me cambiaron las condiciones de la cuenta sin informarme, cambié a ""Adiós comisiones"" pero no se puede cambiar de una cuenta a otra (DEL MISMO BANCOOO!!) de una sola vez, así que he tenido que ir recibo a recibo...y cuando lo paso todo y decido esperar a cerrar la cuenta antigua para ver que todo está correcto, me pasan una comisión de 88€, VERGONZOSO!",1.0
Opinión sobre BBVA,"Tengo todos mis recibos y nómina domiciliados, estoy de baja dos meses con problemas de cobro por parte de mutua y inspección, supongo que será por no ingresar nada en dos meses me cobraron por  intereses y comisiones la friolera cantidad de 99'77 e, me sumo al comentario ""cuanto mas **** estás, más te ****"".   Tengo pensado cerrar la cuenta 
",1.0
Opinión sobre BBVA,"Cree una tarjeta virtual para comprar en Amazon una cosa que necesitaba, resulta que no tenían stock y me devolvían el dinero, 1 mes después sin saber nada de ese dinero, llamo y lo tenían retenido manualmente. Punto Malo Nº1

Hace un par de días me llaman para preguntarme sobre mi tarjeta BBVA, si funcionaba bien y ya de paso para venderme un seguro para toda mi familia, que me mandaban la documentación a mi domicilio y ya si quería cancelaba el mes siguiente. Menudos caraduras. Punto Malo Nº2
",1.0
Opinión sobre Préstamo personal online BBVA,"Desde que Caixa Catalunya se ha convertido en Bbva me la han colado bien. De repente me han quitado 108€ por la **** cara, y me dicen que es por comisiones de uso de tarjeta de débito y movimientos (cada ingreso que tengo, o cada pago que hago). ****. A mí no me han explicado ni me han pedido mi consentimiento para que me cobren todas estas comisiones. Yo no he firmado nada que describa eso.
El próximo día laboral, allí me tienen cerrando cuenta.",1.0
Opinión sobre BBVA,"Cuando tienes dinero todo va genial, pero cuando pasas por una mala racha te sangran cobrandote una bestialidad de comisiones, cosa que no entiendo, porque tienes que hacerte tu todas las gestiones, ellos no hacen nada, solo derivarte al cajero para que hagas todo tu solito.",1.0
Opinión sobre BBVA,"Retrasos en el rescate de un plan de pensiones por ser un parado de larga duración. La unidad que lleva esta cuestión actúa de mala fe , ni miran los expedientes , tienes que estar preguntando y presionando , empiezan a poner trabas, envio y reenvio de documentación , pasa más de un mes y te siguen toreando. Gestión pésima digna de sinvergüenzas que no merecen ni estar en su puesto de trabajo. Indignante y repugnante el trato.",1.0
Opinión sobre BBVA,Muy bueno lo hice en 2  minutos en el cajero ya los 10 min te ingresan el dinero,3.0
Opinión sobre BBVA,Son unos ladrones. Me han cobrado 300€ de comisiones.,5.0
Opinión sobre Cuenta Online Sin Comisiones,"****!!!!!!!!!!!! ****!!!!!!!! ****!!!!!!!
TIENES QUE SER RICO PARA QUE NO TE COBRAN COMICION,Y CUANDO LLAME A BANCO PREGUNTANDO SI ME VAN COBRAR DEJERON QUE SI TIENES LA NOMINA Y USAS TARJETA NO TE COBRAN ,PERO NO DEJERON QUE NOMINA TIENE QUE SER SUPERIOR DE 600 €.CLARO SI YO SE QUE ME COBRAN MANDO MUY LEJOS ESTOS **** Y SIGO CON ING DIRECT ,DONDE SI ! NO TE COBRAN COMICIONES !!!!! PERO ME ENGAÑAN **** ..... Y COBRAN 85 € POR USAR MIS DINERO .****!!!!!!!! BANCO PESIMO",1.0
Opinión sobre BBVA,No hay manera que respondan cuando se llama a esta oficina ..,1.0
Opinión sobre Oficina 1037 en Barcelona,"Se me cobro una Comisión (202 €) acudo a mi oficina  NÚM. 9752  y me comentan que no cumplo los requisitos,  me enseñan mi estracto, no era que no cumplía estos requisitos sino que mi nómina muchos meses ha sido ingresada como cheque nómina por lo que ellos entienden que no es una nómina. Pregunto que si se me ha cobrado algún otro tipo de comisión y me comentan que Si, todos los meses por utilizar mi tarjeta, una tarjeta que pagó anualmente y sacó el diinero que yo gano. Una vergüenza ",1.0
Opinión sobre BBVA,"ES UNA ENTIDAD SIN ALMA NI COMPASIÓN, ME QUEDO SIN TRABAJO SIN INGRESO , Y ME PASAN COMISIONES POR CADA MOVIMIENTO QUE HAGO EN LA CUENTA.",1.0
Opinión sobre BBVA,verguenza,1.0
Opinión sobre BBVA,"Tenemos contratado el seguro de nuestra vivienda y es lo pero que hemos conocido. Hemos hecho la apertura del siniestro el 24 de octubre, no han mandado un perito, no nos han llamado ni una vez, somos nosotros quienes debemos llamar y cada vez que lo hacemos tienen noticias nuevas pero no lo comunican. Después de dos meses nos dicen que el seguro no cubre los daños, decisión que han tomado por una foto ya que no han levantado ni abierto nada para saber la causa de la filtración. ",5.0
Opinión sobre BBVA,pro su fiabilidad,1.0
Opinión sobre Oficina 2931 en San Isidro De Abona,"A los clientes nuevos la cuenta online y la tarjeta gratuita. A los que somos clientes, nos cobran la tarjeta. Valoran más a los nuevos clientes.",1.0
Opinión sobre BBVA,"BBVA Bancomer todo un **** sus servicios de banca móvil un desastre, no funciona y no cuentan ni con el conocimiento ni con personal cualificado para resolver las quejas, su personal esnmediocre, asesoran mal y su línea de atención al cliente todo un fiasco no atienden a los clientes, le cuelgan el teléfono no responden sus preguntan le redireccionan las llamadas a ningún lado las incidencias que levantan no le dan respuestas, es realmente con creces el peor de todos los servicios bancarios.",5.0
Opinión sobre BBVA,horrible !!! te cansas de llamar y no hay manera de que te cojan el teléfono.,4.0
Opinión sobre BBVA,"Es un banco  que engaña muy bien a los clientes no lo aconsejo  te gacen la vida imposible y se quedan con  tu dinero  te cobran por todo y la plantilla que tiene  muy poco profesional se pasan  la bola de unos a otros y te dicen que es un problema  informático  y no pueden  devolver  nada y no hay manera  com ellos 



",1.0
Opinión sobre BBVA,"lo peor de lo peor en bancos, dan hasta asco , tienen un numero de telefono para contactar y te llaman donde les da la gana, llamas a sus oficinas y no cogen el telefono, mandas correos a la central y no solucionan nada una verdadera verguenza",1.0
Opinión sobre Oficina 0463 en Granada,"Por que son unos sinvergüenzas que te cobran comisiones por todo y sin dar explicaciones ,en ventanillas y en mesas todos muy simpáticos para que dejes el poco dinero que tienes pero luego bien que cobran sus comisiones (150e mensuales ) y te dejan descubiertos  y no sabes ni como llegar a final de mes , yo desde luego que me voy de este banco de caraduras y sinvergüenzas ,,devolved me mi dinero ,**** ",1.0
Opinión sobre BBVA,"el producto, más rentable, q he tenido.   Y jugaba a bolsa, con 11 empresas.....OK Gestores...Feliz NUEVO AÑO.
",1.0
Opinión sobre Cuenta Online Sin Comisiones,NO CONTESTAN TELEFONO,5.0
Opinión sobre BBVA,Retienen saldos para dejar al descubierto y luego cobrar comisiones. ,1.0
Opinión sobre BBVA,Información falsa. Buscan la manera de cobrarte comisiones. ,5.0
Opinión sobre BBVA,porque no consigo que me cojan el telefono,3.0
Opinión sobre Oficina 4993 en Santa Brígida,"Después de pasar toda mi vida con BBVA, en el último tiempo he tenido que probar varias oficinas, y tras el trato recibido por los empleados en todas ellas, he decidido causar baja y llevar mis ahorros a otro banco, después de dar varias quejas a estancias superiores el trato a ido a peor, así que para mi pésimo el trato a los clientes.E.C. desde Granada.",3.0
Opinión sobre Oficina 0106 en Alicante,"normal, sigue siendo un banco con politicas viejas",5.0
Opinión sobre BBVA,"No cojen el teléfono,envian al cliente a hacer las operaciones en el cajero cuando hay personas mayores que no saben utilizarlo y muchas veces esta una persona sola para atender caja y mesa.",1.0
Opinión sobre Oficina 5150 en Pontevedra,"
Durante años he sido un cliente satisfecho con BBVA.Una gestión excelente desde ese primer día que por el año 1996 cruce sus puertas para hacer un ingreso.En los ultimos años operó con BBVA Net atraves de la aplicación movil""la mejor con diferencia del mundo.Todo perfecto hasta que tengo que visitar la oficina 0106.Largas colas y una espera interminable que hoy duro 92 minutos.Tras plantear el tema a la señorita de la mesa me comunica que ella no tiene autorización para reactivar el límite de descubierto que lo tiene que autorizar Marta la actual directora.Asi que al estar atendiendo a otro cliente espero aún un poco más. El cliente termina después de que la directora atienda al teléfono,atienda a dos personas más que desde la puerta la reclaman su atención y para colmo acuden dos compañeros suyos a saludarla personalmente y darla abrazos y besos.Tales compañeros ""que resultaron ser su jefe como ella me dijo despues ""se percataron de que yo estaba esperando y agilizaron dichó saludo para que me atendiera por fin.Marta me da paso a su despacho y la planteo mi gestión. Lo analiza personalmente y dice que el límite de descubierto que tenia asignado no me lo va a dar ya que esa gestión considera ella que es un favor personal que hace a determinados clientes,y que encima había tenido que dejar de saludar a sus compañeros para atender dicho favor.Claro yo no la conozco de nada así que favor personal me lo hace a medias,y compañero de trabajo no soy.Me sentí raro por no ser ambas cosas y solo ser un cliente de este banco que hacen las personas,pero que con tratos recibidos como el de hoy pierden mucho.La mayoría de las operaciones las realizó por la aplicación y es la forma más eficiente y rápida de realizarlas.
Hoy día 27 de noviembre he vuelto por la oficina de Marta ""no del bbva""la 0106 la he vuelto a comentar que según mi asesor personal tiene que ser ella quien autorize el límite de descubierto ""así lo izo durante 15 días la visita pasada"". ella responde con prepoten",1.0
